trip_id,arrival_time,departure_time,stop_id,stop_sequence
R015_T04,09:48:57,09:48:57,S0086,12
R015_T05,10:00:00,10:00:00,S0075,1
R015_T05,10:03:30,10:03:30,S0076,2
R015_T05,10:06:48,10:06:48,S0077,3
R015_T05,10:10:59,10:10:59,S0078,4
R015_T05,10:14:25,10:14:25,S0079,5
R015_T05,10:18:49,10:18:49,S0080,6
R015_T05,10:23:13,10:23:13,S0081,7
R015_T05,10:27:18,10:27:18,S0082,8
R015_T05,10:32:52,10:32:52,S0083,9
R015_T05,10:36:14,10:36:14,S0084,10
R015_T05,10:39:25,10:39:25,S0085,11
R015_T05,10:44:50,10:44:50,S0086,12
R015_T06,11:00:00,11:00:00,S0075,1
R015_T06,11:05:14,11:05:14,S0076,2
R015_T06,11:08:15,11:08:15,S0077,3
R015_T06,11:12:44,11:12:44,S0078,4
R015_T06,11:18:18,11:18:18,S0079,5
R015_T06,11:22:52,11:22:52,S0080,6
R015_T06,11:27:06,11:27:06,S0081,7
R015_T06,11:30:35,11:30:35,S0082,8
R015_T06,11:34:44,11:34:44,S0083,9
R015_T06,11:38:56,11:38:56,S0084,10
R015_T06,11:44:03,11:44:03,S0085,11
R015_T06,11:47:29,11:47:29,S0086,12
R016_T01,06:00:00,06:00:00,S0027,1
R016_T01,06:03:06,06:03:06,S0028,2
R016_T01,06:08:08,06:08:08,S0029,3
R016_T01,06:12:46,06:12:46,S0030,4
R016_T01,06:17:49,06:17:49,S0031,5
R016_T01,06:20:51,06:20:51,S0032,6
R016_T01,06:25:19,06:25:19,S0033,7
R016_T01,06:28:53,06:28:53,S0034,8
R016_T01,06:31:56,06:31:56,S0035,9
R016_T01,06:35:28,06:35:28,S0036,10
R016_T01,06:39:42,06:39:42,S0037,11
R016_T02,07:00:00,07:00:00,S0027,1
R016_T02,07:04:36,07:04:36,S0028,2
R016_T02,07:09:56,07:09:56,S0029,3
R016_T02,07:13:15,07:13:15,S0030,4
R016_T02,07:16:48,07:16:48,S0031,5
R016_T02,07:20:14,07:20:14,S0032,6
R016_T02,07:24:31,07:24:31,S0033,7
R016_T02,07:28:06,07:28:06,S0034,8
R016_T02,07:33:17,07:33:17,S0035,9
R016_T02,07:38:44,07:38:44,S0036,10
R016_T02,07:44:15,07:44:15,S0037,11
R016_T03,08:00:00,08:00:00,S0027,1
R016_T03,08:05:24,08:05:24,S0028,2
R016_T03,08:10:44,08:10:44,S0029,3
R016_T03,08:16:10,08:16:10,S0030,4
R016_T03,08:20:19,08:20:19,S0031,5
R016_T03,08:24:43,08:24:43,S0032,6
R016_T03,08:28:17,08:28:17,S0033,7
R016_T03,08:32:32,08:32:32,S0034,8
R016_T03,08:35:51,08:35:51,S0035,9
R016_T03,08:41:00,08:41:00,S0036,10
R016_T03,08:45:03,08:45:03,S0037,11
R016_T04,09:00:00,09:00:00,S0027,1
R016_T04,09:04:35,09:04:35,S0028,2
R016_T04,09:09:43,09:09:43,S0029,3
R016_T04,09:13:58,09:13:58,S0030,4
R016_T04,09:18:11,09:18:11,S0031,5
R016_T04,09:22:16,09:22:16,S0032,6
R016_T04,09:26:39,09:26:39,S0033,7
R016_T04,09:30:13,09:30:13,S0034,8
R016_T04,09:35:25,09:35:25,S0035,9
R016_T04,09:38:42,09:38:42,S0036,10
R016_T04,09:43:20,09:43:20,S0037,11
R016_T05,10:00:00,10:00:00,S0027,1
R016_T05,10:03:12,10:03:12,S0028,2
R016_T05,10:08:47,10:08:47,S0029,3
R016_T05,10:12:17,10:12:17,S0030,4
R016_T05,10:15:38,10:15:38,S0031,5
R016_T05,10:19:38,10:19:38,S0032,6
R016_T05,10:22:50,10:22:50,S0033,7
R016_T05,10:27:57,10:27:57,S0034,8
R016_T05,10:33:27,10:33:27,S0035,9
R016_T05,10:37:05,10:37:05,S0036,10
R016_T05,10:42:18,10:42:18,S0037,11
R016_T06,11:00:00,11:00:00,S0027,1
R016_T06,11:05:20,11:05:20,S0028,2
R016_T06,11:09:44,11:09:44,S0029,3
R016_T06,11:14:18,11:14:18,S0030,4
R016_T06,11:19:40,11:19:40,S0031,5
R016_T06,11:23:56,11:23:56,S0032,6
R016_T06,11:28:28,11:28:28,S0033,7
R016_T06,11:32:57,11:32:57,S0034,8
R016_T06,11:36:27,11:36:27,S0035,9
R016_T06,11:40:40,11:40:40,S0036,10
R016_T06,11:45:00,11:45:00,S0037,11
R017_T01,06:00:00,06:00:00,S0029,1
R017_T01,06:05:09,06:05:09,S0030,2
R017_T01,06:08:25,06:08:25,S0031,3
R017_T01,06:14:02,06:14:02,S0032,4
R017_T01,06:19:28,06:19:28,S0033,5
R017_T01,06:23:37,06:23:37,S0034,6
R017_T01,06:26:58,06:26:58,S0035,7
R017_T01,06:30:22,06:30:22,S0036,8
R017_T01,06:35:37,06:35:37,S0037,9
R017_T01,06:40:12,06:40:12,S0038,10
R017_T01,06:45:33,06:45:33,S0039,11
R017_T01,06:50:04,06:50:04,S0040,12
R017_T01,06:55:35,06:55:35,S0041,13
R017_T01,06:59:45,06:59:45,S0042,14
R017_T02,07:00:00,07:00:00,S0029,1
R017_T02,07:03:08,07:03:08,S0030,2
R017_T02,07:08:42,07:08:42,S0031,3
R017_T02,07:12:53,07:12:53,S0032,4
R017_T02,07:17:56,07:17:56,S0033,5
R017_T02,07:22:58,07:22:58,S0034,6
R017_T02,07:26:01,07:26:01,S0035,7
R017_T02,07:29:27,07:29:27,S0036,8
R017_T02,07:33:07,07:33:07,S0037,9
R017_T02,07:36:11,07:36:11,S0038,10
R017_T02,07:41:20,07:41:20,S0039,11
R017_T02,07:44:33,07:44:33,S0040,12
R017_T02,07:50:02,07:50:02,S0041,13
R017_T02,07:54:05,07:54:05,S0042,14
R017_T03,08:00:00,08:00:00,S0029,1
R017_T03,08:05:39,08:05:39,S0030,2
R017_T03,08:10:10,08:10:10,S0031,3
R017_T03,08:13:10,08:13:10,S0032,4
R017_T03,08:18:45,08:18:45,S0033,5
R017_T03,08:22:45,08:22:45,S0034,6
R017_T03,08:26:18,08:26:18,S0035,7
R017_T03,08:31:35,08:31:35,S0036,8
R017_T03,08:36:53,08:36:53,S0037,9
R017_T03,08:40:25,08:40:25,S0038,10
R017_T03,08:45:52,08:45:52,S0039,11
R017_T03,08:48:58,08:48:58,S0040,12
R017_T03,08:52:31,08:52:31,S0041,13
R017_T03,08:55:46,08:55:46,S0042,14
R017_T04,09:00:00,09:00:00,S0029,1
R017_T04,09:05:16,09:05:16,S0030,2
R017_T04,09:09:33,09:09:33,S0031,3
R017_T04,09:13:38,09:13:38,S0032,4
R017_T04,09:18:03,09:18:03,S0033,5
R017_T04,09:22:39,09:22:39,S0034,6
R017_T04,09:25:53,09:25:53,S0035,7
R017_T04,09:29:58,09:29:58,S0036,8
R017_T04,09:35:00,09:35:00,S0037,9
R017_T04,09:38:25,09:38:25,S0038,10
R017_T04,09:42:49,09:42:49,S0039,11
R017_T04,09:48:19,09:48:19,S0040,12
R017_T04,09:51:59,09:51:59,S0041,13
R017_T04,09:55:09,09:55:09,S0042,14
R017_T05,10:00:00,10:00:00,S0029,1
R017_T05,10:04:21,10:04:21,S0030,2
R017_T05,10:09:27,10:09:27,S0031,3
R017_T05,10:14:29,10:14:29,S0032,4
R017_T05,10:17:42,10:17:42,S0033,5
R017_T05,10:23:18,10:23:18,S0034,6
R017_T05,10:27:35,10:27:35,S0035,7
R017_T05,10:30:39,10:30:39,S0036,8
R017_T05,10:35:56,10:35:56,S0037,9
R017_T05,10:41:32,10:41:32,S0038,10
R017_T05,10:46:34,10:46:34,S0039,11
R017_T05,10:49:54,10:49:54,S0040,12
R017_T05,10:53:07,10:53:07,S0041,13
R017_T05,10:58:16,10:58:16,S0042,14
R017_T06,11:00:00,11:00:00,S0029,1
R017_T06,11:03:19,11:03:19,S0030,2
R017_T06,11:06:55,11:06:55,S0031,3
R017_T06,11:10:31,11:10:31,S0032,4
R017_T06,11:15:05,11:15:05,S0033,5
R017_T06,11:19:29,11:19:29,S0034,6
R017_T06,11:24:37,11:24:37,S0035,7
R017_T06,11:29:42,11:29:42,S0036,8
R017_T06,11:35:04,11:35:04,S0037,9
R017_T06,11:38:10,11:38:10,S0038,10
R017_T06,11:42:24,11:42:24,S0039,11
R017_T06,11:45:45,11:45:45,S0040,12
R017_T06,11:51:24,11:51:24,S0041,13
R017_T06,11:56:49,11:56:49,S0042,14
R018_T01,06:00:00,06:00:00,S0035,1
R018_T01,06:04:31,06:04:31,S0036,2
R018_T01,06:07:53,06:07:53,S0037,3
R018_T01,06:13:17,06:13:17,S0038,4
R018_T01,06:17:28,06:17:28,S0039,5
R018_T01,06:23:05,06:23:05,S0040,6
R018_T01,06:28:29,06:28:29,S0041,7
R018_T01,06:32:08,06:32:08,S0042,8
R018_T01,06:36:23,06:36:23,S0043,9
R018_T01,06:41:27,06:41:27,S0044,10
R018_T01,06:44:44,06:44:44,S0045,11
R018_T01,06:48:08,06:48:08,S0046,12
R018_T01,06:53:48,06:53:48,S0047,13
R018_T01,06:57:12,06:57:12,S0048,14
R018_T01,07:01:35,07:01:35,S0049,15
R018_T02,07:00:00,07:00:00,S0035,1
R018_T02,07:03:19,07:03:19,S0036,2
R018_T02,07:07:42,07:07:42,S0037,3
R018_T02,07:11:48,07:11:48,S0038,4
R018_T02,07:14:53,07:14:53,S0039,5
R018_T02,07:18:20,07:18:20,S0040,6
R018_T02,07:22:55,07:22:55,S0041,7
R018_T02,07:28:27,07:28:27,S0042,8
R018_T02,07:32:33,07:32:33,S0043,9
R018_T02,07:35:38,07:35:38,S0044,10
R018_T02,07:40:13,07:40:13,S0045,11
R018_T02,07:43:51,07:43:51,S0046,12
R018_T02,07:49:11,07:49:11,S0047,13
R018_T02,07:53:11,07:53:11,S0048,14
R018_T02,07:57:37,07:57:37,S0049,15
R018_T03,08:00:00,08:00:00,S0035,1
R018_T03,08:05:35,08:05:35,S0036,2
R018_T03,08:09:11,08:09:11,S0037,3
R018_T03,08:14:21,08:14:21,S0038,4
R018_T03,08:19:45,08:19:45,S0039,5
R018_T03,08:22:53,08:22:53,S0040,6
R018_T03,08:27:12,08:27:12,S0041,7
R018_T03,08:31:43,08:31:43,S0042,8
R018_T03,08:34:47,08:34:47,S0043,9
R018_T03,08:38:14,08:38:14,S0044,10
R018_T03,08:42:40,08:42:40,S0045,11
R018_T03,08:47:10,08:47:10,S0046,12
R018_T03,08:50:33,08:50:33,S0047,13
R018_T03,08:54:48,08:54:48,S0048,14
R018_T03,09:00:28,09:00:28,S0049,15
R018_T04,09:00:00,09:00:00,S0035,1
R018_T04,09:05:12,09:05:12,S0036,2
R018_T04,09:09:18,09:09:18,S0037,3
R018_T04,09:12:37,09:12:37,S0038,4
R018_T04,09:16:02,09:16:02,S0039,5
R018_T04,09:20:41,09:20:41,S0040,6
R018_T04,09:25:02,09:25:02,S0041,7
R018_T04,09:29:23,09:29:23,S0042,8
R018_T04,09:34:01,09:34:01,S0043,9
R018_T04,09:37:20,09:37:20,S0044,10
R018_T04,09:41:58,09:41:58,S0045,11
R018_T04,09:47:10,09:47:10,S0046,12
R018_T04,09:51:30,09:51:30,S0047,13
R018_T04,09:54:55,09:54:55,S0048,14
R018_T04,09:59:13,09:59:13,S0049,15
R018_T05,10:00:00,10:00:00,S0035,1
R018_T05,10:04:36,10:04:36,S0036,2
R018_T05,10:07:56,10:07:56,S0037,3
R018_T05,10:12:13,10:12:13,S0038,4
R018_T05,10:16:36,10:16:36,S0039,5
R018_T05,10:20:12,10:20:12,S0040,6
R018_T05,10:23:49,10:23:49,S0041,7
R018_T05,10:29:00,10:29:00,S0042,8
R018_T05,10:34:35,10:34:35,S0043,9
R018_T05,10:38:04,10:38:04,S0044,10
R018_T05,10:43:17,10:43:17,S0045,11
R018_T05,10:47:35,10:47:35,S0046,12
R018_T05,10:52:39,10:52:39,S0047,13
R018_T05,10:57:10,10:57:10,S0048,14
R018_T05,11:00:50,11:00:50,S0049,15
R018_T06,11:00:00,11:00:00,S0035,1
R018_T06,11:04:09,11:04:09,S0036,2
R018_T06,11:09:36,11:09:36,S0037,3
R018_T06,11:13:40,11:13:40,S0038,4
R018_T06,11:18:18,11:18:18,S0039,5
R018_T06,11:22:55,11:22:55,S0040,6
R018_T06,11:27:29,11:27:29,S0041,7
R018_T06,11:32:55,11:32:55,S0042,8
R018_T06,11:37:57,11:37:57,S0043,9
R018_T06,11:42:31,11:42:31,S0044,10
R018_T06,11:48:11,11:48:11,S0045,11
R018_T06,11:51:17,11:51:17,S0046,12
R018_T06,11:54:39,11:54:39,S0047,13
R018_T06,11:58:18,11:58:18,S0048,14
R018_T06,12:01:54,12:01:54,S0049,15
R019_T01,06:00:00,06:00:00,S0043,1
R019_T01,06:04:06,06:04:06,S0044,2
R019_T01,06:07:12,06:07:12,S0045,3
R019_T01,06:11:26,06:11:26,S0046,4
R019_T01,06:16:59,06:16:59,S0047,5
R019_T01,06:22:36,06:22:36,S0048,6
R019_T01,06:28:12,06:28:12,S0049,7
R019_T01,06:31:40,06:31:40,S0050,8
R019_T01,06:36:05,06:36:05,S0051,9
R019_T01,06:40:42,06:40:42,S0052,10
R019_T01,06:46:14,06:46:14,S0053,11
R019_T01,06:49:36,06:49:36,S0054,12
R019_T01,06:53:06,06:53:06,S0055,13
R019_T01,06:56:24,06:56:24,S0056,14
R019_T01,07:00:29,07:00:29,S0057,15
R019_T01,07:03:38,07:03:38,S0058,16
R019_T02,07:00:00,07:00:00,S0043,1
R019_T02,07:04:29,07:04:29,S0044,2
R019_T02,07:08:02,07:08:02,S0045,3
R019_T02,07:12:24,07:12:24,S0046,4
R019_T02,07:16:30,07:16:30,S0047,5
R019_T02,07:20:58,07:20:58,S0048,6
R019_T02,07:25:02,07:25:02,S0049,7
R019_T02,07:29:04,07:29:04,S0050,8
R019_T02,07:34:11,07:34:11,S0051,9
R019_T02,07:37:32,07:37:32,S0052,10
R019_T02,07:42:38,07:42:38,S0053,11
R019_T02,07:47:48,07:47:48,S0054,12
R019_T02,07:53:03,07:53:03,S0055,13
R019_T02,07:58:14,07:58:14,S0056,14
R019_T02,08:03:24,08:03:24,S0057,15
R019_T02,08:07:59,08:07:59,S0058,16
R019_T03,08:00:00,08:00:00,S0043,1
R019_T03,08:03:25,08:03:25,S0044,2
R019_T03,08:08:36,08:08:36,S0045,3
R019_T03,08:12:16,08:12:16,S0046,4
R019_T03,08:17:43,08:17:43,S0047,5
R019_T03,08:21:44,08:21:44,S0048,6
R019_T03,08:27:23,08:27:23,S0049,7
R019_T03,08:30:51,08:30:51,S0050,8
R019_T03,08:36:18,08:36:18,S0051,9
R019_T03,08:40:18,08:40:18,S0052,10
R019_T03,08:45:31,08:45:31,S0053,11
R019_T03,08:48:48,08:48:48,S0054,12
R019_T03,08:53:52,08:53:52,S0055,13
R019_T03,08:58:58,08:58:58,S0056,14
R019_T03,09:04:09,09:04:09,S0057,15
R019_T03,09:08:29,09:08:29,S0058,16
R019_T04,09:00:00,09:00:00,S0043,1
R019_T04,09:03:16,09:03:16,S0044,2
R019_T04,09:08:47,09:08:47,S0045,3
R019_T04,09:14:27,09:14:27,S0046,4
R019_T04,09:19:05,09:19:05,S0047,5
R019_T04,09:23:44,09:23:44,S0048,6
R019_T04,09:28:21,09:28:21,S0049,7
R019_T04,09:31:43,09:31:43,S0050,8
R019_T04,09:36:12,09:36:12,S0051,9
R019_T04,09:41:23,09:41:23,S0052,10
R019_T04,09:46:42,09:46:42,S0053,11
R019_T04,09:52:19,09:52:19,S0054,12
R019_T04,09:55:27,09:55:27,S0055,13
R019_T04,09:59:34,09:59:34,S0056,14
R019_T04,10:02:53,10:02:53,S0057,15
R019_T04,10:06:04,10:06:04,S0058,16
R019_T05,10:00:00,10:00:00,S0043,1
R019_T05,10:05:24,10:05:24,S0044,2
R019_T05,10:10:02,10:10:02,S0045,3
R019_T05,10:13:38,10:13:38,S0046,4
R019_T05,10:18:05,10:18:05,S0047,5
R019_T05,10:21:36,10:21:36,S0048,6
R019_T05,10:27:10,10:27:10,S0049,7
R019_T05,10:32:21,10:32:21,S0050,8
R019_T05,10:37:31,10:37:31,S0051,9
R019_T05,10:41:49,10:41:49,S0052,10
R019_T05,10:45:00,10:45:00,S0053,11
R019_T05,10:49:28,10:49:28,S0054,12
R019_T05,10:54:31,10:54:31,S0055,13
R019_T05,10:58:31,10:58:31,S0056,14
R019_T05,11:02:39,11:02:39,S0057,15
R019_T05,11:06:03,11:06:03,S0058,16
R019_T06,11:00:00,11:00:00,S0043,1
R019_T06,11:05:31,11:05:31,S0044,2
R019_T06,11:10:02,11:10:02,S0045,3
R019_T06,11:14:30,11:14:30,S0046,4
R019_T06,11:18:40,11:18:40,S0047,5
R019_T06,11:22:16,11:22:16,S0048,6
R019_T06,11:25:30,11:25:30,S0049,7
R019_T06,11:29:32,11:29:32,S0050,8
R019_T06,11:33:46,11:33:46,S0051,9
R019_T06,11:39:04,11:39:04,S0052,10
R019_T06,11:42:33,11:42:33,S0053,11
R019_T06,11:48:04,11:48:04,S0054,12
R019_T06,11:53:36,11:53:36,S0055,13
R019_T06,11:57:12,11:57:12,S0056,14
R019_T06,12:00:29,12:00:29,S0057,15
R019_T06,12:05:52,12:05:52,S0058,16
R020_T01,06:00:00,06:00:00,S0093,1
R020_T01,06:04:34,06:04:34,S0094,2
R020_T01,06:08:01,06:08:01,S0095,3
R020_T01,06:11:16,06:11:16,S0096,4
R020_T01,06:15:18,06:15:18,S0097,5
R020_T01,06:19:34,06:19:34,S0098,6
R020_T01,06:23:39,06:23:39,S0099,7
R020_T01,06:27:46,06:27:46,S0100,8
R020_T01,06:30:59,06:30:59,S0101,9
R020_T01,06:36:36,06:36:36,S0102,10
R020_T01,06:41:58,06:41:58,S0103,11
R020_T01,06:47:37,06:47:37,S0104,12
R020_T01,06:53:04,06:53:04,S0105,13
R020_T01,06:56:43,06:56:43,S0106,14
R020_T01,06:59:56,06:59:56,S0107,15
R020_T01,07:02:59,07:02:59,S0108,16
R020_T02,07:00:00,07:00:00,S0093,1
R020_T02,07:05:17,07:05:17,S0094,2
R020_T02,07:10:51,07:10:51,S0095,3
R020_T02,07:14:11,07:14:11,S0096,4
R020_T02,07:19:29,07:19:29,S0097,5
R020_T02,07:24:05,07:24:05,S0098,6
R020_T02,07:28:37,07:28:37,S0099,7
R020_T02,07:33:43,07:33:43,S0100,8
R020_T02,07:37:09,07:37:09,S0101,9
R020_T02,07:40:26,07:40:26,S0102,10
R020_T02,07:45:34,07:45:34,S0103,11
R020_T02,07:50:42,07:50:42,S0104,12
R020_T02,07:53:51,07:53:51,S0105,13
R020_T02,07:59:11,07:59:11,S0106,14
R020_T02,08:02:36,08:02:36,S0107,15
R020_T02,08:06:45,08:06:45,S0108,16
R020_T03,08:00:00,08:00:00,S0093,1
R020_T03,08:04:40,08:04:40,S0094,2
R020_T03,08:09:04,08:09:04,S0095,3
R020_T03,08:13:08,08:13:08,S0096,4
R020_T03,08:18:13,08:18:13,S0097,5
R020_T03,08:22:45,08:22:45,S0098,6
R020_T03,08:28:02,08:28:02,S0099,7
R020_T03,08:33:25,08:33:25,S0100,8
R020_T03,08:37:56,08:37:56,S0101,9
R020_T03,08:42:33,08:42:33,S0102,10
R020_T03,08:45:38,08:45:38,S0103,11
R020_T03,08:51:07,08:51:07,S0104,12
R020_T03,08:56:29,08:56:29,S0105,13
R020_T03,09:00:03,09:00:03,S0106,14
R020_T03,09:04:16,09:04:16,S0107,15
R020_T03,09:08:29,09:08:29,S0108,16
R020_T04,09:00:00,09:00:00,S0093,1
R020_T04,09:04:18,09:04:18,S0094,2
R020_T04,09:08:53,09:08:53,S0095,3
R020_T04,09:14:01,09:14:01,S0096,4
R020_T04,09:19:32,09:19:32,S0097,5
R020_T04,09:23:35,09:23:35,S0098,6
R020_T04,09:26:41,09:26:41,S0099,7
R020_T04,09:32:10,09:32:10,S0100,8
R020_T04,09:35:17,09:35:17,S0101,9
R020_T04,09:38:45,09:38:45,S0102,10
R020_T04,09:42:45,09:42:45,S0103,11
R020_T04,09:46:57,09:46:57,S0104,12
R020_T04,09:52:05,09:52:05,S0105,13
R020_T04,09:57:24,09:57:24,S0106,14
R020_T04,10:00:41,10:00:41,S0107,15
R020_T04,10:04:04,10:04:04,S0108,16
R020_T05,10:00:00,10:00:00,S0093,1
R020_T05,10:04:10,10:04:10,S0094,2
R020_T05,10:07:35,10:07:35,S0095,3
R020_T05,10:12:54,10:12:54,S0096,4
R020_T05,10:18:08,10:18:08,S0097,5
R020_T05,10:22:13,10:22:13,S0098,6
R020_T05,10:27:19,10:27:19,S0099,7
R020_T05,10:30:32,10:30:32,S0100,8
R020_T05,10:34:36,10:34:36,S0101,9
R020_T05,10:38:13,10:38:13,S0102,10
R020_T05,10:41:46,10:41:46,S0103,11
R020_T05,10:47:14,10:47:14,S0104,12
R020_T05,10:50:14,10:50:14,S0105,13
R020_T05,10:55:35,10:55:35,S0106,14
R020_T05,10:59:02,10:59:02,S0107,15
R020_T05,11:04:10,11:04:10,S0108,16
R020_T06,11:00:00,11:00:00,S0093,1
R020_T06,11:03:24,11:03:24,S0094,2
R020_T06,11:06:30,11:06:30,S0095,3
R020_T06,11:09:50,11:09:50,S0096,4
R020_T06,11:14:09,11:14:09,S0097,5
R020_T06,11:17:33,11:17:33,S0098,6
R020_T06,11:20:42,11:20:42,S0099,7
R020_T06,11:24:15,11:24:15,S0100,8
R020_T06,11:29:15,11:29:15,S0101,9
R020_T06,11:34:25,11:34:25,S0102,10
R020_T06,11:38:47,11:38:47,S0103,11
R020_T06,11:44:00,11:44:00,S0104,12
R020_T06,11:49:09,11:49:09,S0105,13
R020_T06,11:53:48,11:53:48,S0106,14
R020_T06,11:59:16,11:59:16,S0107,15
R020_T06,12:02:21,12:02:21,S0108,16
R021_T01,06:00:00,06:00:00,S0016,1
R021_T01,06:05:24,06:05:24,S0017,2
R021_T01,06:09:51,06:09:51,S0018,3
R021_T01,06:13:59,06:13:59,S0019,4
R021_T01,06:17:16,06:17:16,S0020,5
R021_T01,06:22:21,06:22:21,S0021,6
R021_T01,06:25:56,06:25:56,S0022,7
R021_T01,06:31:34,06:31:34,S0023,8
R021_T01,06:37:12,06:37:12,S0024,9
R021_T01,06:41:13,06:41:13,S0025,10
R021_T01,06:46:32,06:46:32,S0026,11
R021_T01,06:50:05,06:50:05,S0027,12
R021_T01,06:55:37,06:55:37,S0028,13
R021_T01,06:59:02,06:59:02,S0029,14
R021_T01,07:03:05,07:03:05,S0030,15
R021_T01,07:06:36,07:06:36,S0031,16
R021_T02,07:00:00,07:00:00,S0016,1
R021_T02,07:03:31,07:03:31,S0017,2
R021_T02,07:09:09,07:09:09,S0018,3
R021_T02,07:12:42,07:12:42,S0019,4
R021_T02,07:16:05,07:16:05,S0020,5
R021_T02,07:20:13,07:20:13,S0021,6
R021_T02,07:24:49,07:24:49,S0022,7
R021_T02,07:29:12,07:29:12,S0023,8
R021_T02,07:34:23,07:34:23,S0024,9
R021_T02,07:38:27,07:38:27,S0025,10
R021_T02,07:42:04,07:42:04,S0026,11
R021_T02,07:45:04,07:45:04,S0027,12
R021_T02,07:49:17,07:49:17,S0028,13
R021_T02,07:52:20,07:52:20,S0029,14
R021_T02,07:56:52,07:56:52,S0030,15
R021_T02,08:01:32,08:01:32,S0031,16
R021_T03,08:00:00,08:00:00,S0016,1
R021_T03,08:04:27,08:04:27,S0017,2
R021_T03,08:09:52,08:09:52,S0018,3
R021_T03,08:13:32,08:13:32,S0019,4
R021_T03,08:19:06,08:19:06,S0020,5
R021_T03,08:24:15,08:24:15,S0021,6
R021_T03,08:28:20,08:28:20,S0022,7
R021_T03,08:32:25,08:32:25,S0023,8
R021_T03,08:37:38,08:37:38,S0024,9
R021_T03,08:41:12,08:41:12,S0025,10
R021_T03,08:45:37,08:45:37,S0026,11
R021_T03,08:51:17,08:51:17,S0027,12
R021_T03,08:56:21,08:56:21,S0028,13
R021_T03,09:00:48,09:00:48,S0029,14
R021_T03,09:06:03,09:06:03,S0030,15
R021_T03,09:09:18,09:09:18,S0031,16
R021_T04,09:00:00,09:00:00,S0016,1
R021_T04,09:03:29,09:03:29,S0017,2
R021_T04,09:09:07,09:09:07,S0018,3
R021_T04,09:12:26,09:12:26,S0019,4
R021_T04,09:17:37,09:17:37,S0020,5
R021_T04,09:20:37,09:20:37,S0021,6
R021_T04,09:25:45,09:25:45,S0022,7
R021_T04,09:30:45,09:30:45,S0023,8
R021_T04,09:34:16,09:34:16,S0024,9
R021_T04,09:38:49,09:38:49,S0025,10
R021_T04,09:44:05,09:44:05,S0026,11
R021_T04,09:47:28,09:47:28,S0027,12
R021_T04,09:50:45,09:50:45,S0028,13
R021_T04,09:55:52,09:55:52,S0029,14
R021_T04,09:59:13,09:59:13,S0030,15
R021_T04,10:03:30,10:03:30,S0031,16
R021_T05,10:00:00,10:00:00,S0016,1
R021_T05,10:04:36,10:04:36,S0017,2
R021_T05,10:09:40,10:09:40,S0018,3
R021_T05,10:14:09,10:14:09,S0019,4
R021_T05,10:19:32,10:19:32,S0020,5
R021_T05,10:23:03,10:23:03,S0021,6
R021_T05,10:28:13,10:28:13,S0022,7
R021_T05,10:32:23,10:32:23,S0023,8
R021_T05,10:36:29,10:36:29,S0024,9
R021_T05,10:41:36,10:41:36,S0025,10
R021_T05,10:45:08,10:45:08,S0026,11
R021_T05,10:48:10,10:48:10,S0027,12
R021_T05,10:51:25,10:51:25,S0028,13
R021_T05,10:54:55,10:54:55,S0029,14
R021_T05,10:59:19,10:59:19,S0030,15
R021_T05,11:02:30,11:02:30,S0031,16
R021_T06,11:00:00,11:00:00,S0016,1
R021_T06,11:05:26,11:05:26,S0017,2
R021_T06,11:08:46,11:08:46,S0018,3
R021_T06,11:12:12,11:12:12,S0019,4
R021_T06,11:17:32,11:17:32,S0020,5
R021_T06,11:21:36,11:21:36,S0021,6
R021_T06,11:26:59,11:26:59,S0022,7
R021_T06,11:30:31,11:30:31,S0023,8
R021_T06,11:35:34,11:35:34,S0024,9
R021_T06,11:38:48,11:38:48,S0025,10
R021_T06,11:43:50,11:43:50,S0026,11
R021_T06,11:47:54,11:47:54,S0027,12
R021_T06,11:52:12,11:52:12,S0028,13
R021_T06,11:56:32,11:56:32,S0029,14
R021_T06,12:00:07,12:00:07,S0030,15
R021_T06,12:04:07,12:04:07,S0031,16
R022_T01,06:00:00,06:00:00,S0073,1
R022_T01,06:04:39,06:04:39,S0074,2
R022_T01,06:08:08,06:08:08,S0075,3
R022_T01,06:12:45,06:12:45,S0076,4
R022_T01,06:16:57,06:16:57,S0077,5
R022_T01,06:22:31,06:22:31,S0078,6
R022_T01,06:25:40,06:25:40,S0079,7
R022_T01,06:29:06,06:29:06,S0080,8
R022_T01,06:32:20,06:32:20,S0081,9
R022_T01,06:37:42,06:37:42,S0082,10
R022_T01,06:42:42,06:42:42,S0083,11
R022_T01,06:46:42,06:46:42,S0084,12
R022_T02,07:00:00,07:00:00,S0073,1
R022_T02,07:05:19,07:05:19,S0074,2
R022_T02,07:08:32,07:08:32,S0075,3
R022_T02,07:13:47,07:13:47,S0076,4
R022_T02,07:18:18,07:18:18,S0077,5
R022_T02,07:21:27,07:21:27,S0078,6
R022_T02,07:26:44,07:26:44,S0079,7
R022_T02,07:29:46,07:29:46,S0080,8
R022_T02,07:33:19,07:33:19,S0081,9
R022_T02,07:37:42,07:37:42,S0082,10
R022_T02,07:41:47,07:41:47,S0083,11
R022_T02,07:46:53,07:46:53,S0084,12
R022_T03,08:00:00,08:00:00,S0073,1
R022_T03,08:05:25,08:05:25,S0074,2
R022_T03,08:09:02,08:09:02,S0075,3
R022_T03,08:14:05,08:14:05,S0076,4
R022_T03,08:18:13,08:18:13,S0077,5
